1000,2,left,right,foward,backward
0.455900,0.697300,2
0.455900,0.737600,2
0.455900,0.441300,0
0.632900,0.166800,3
0.675250,0.844200,1
0.486450,0.364300,0
0.486450,0.384300,2
0.486450,0.404300,2
0.486450,0.080000,2
0.614850,0.542300,1
0.614850,0.522300,1
0.317600,0.659200,2
0.646100,0.719300,3
0.646100,0.859300,3
0.520950,0.524300,1
0.481350,0.549500,2
0.596900,0.157700,3
0.596900,0.177700,3
0.293650,0.736500,1
0.484250,0.752700,2
0.484250,0.772700,1
0.587650,0.303100,3
0.587650,0.363100,0
0.376000,0.352300,0
0.364350,0.476700,0
0.523250,0.335100,3
0.479150,0.490400,2
0.470950,0.524300,1
0.715150,0.365200,0
0.715150,0.385200,0
0.606400,0.459600,0
0.606400,0.539600,1
0.473750,0.360700,0
0.473750,0.320700,2
0.473750,0.585800,2
0.473750,0.545800,1
0.473750,0.380700,2
0.628150,1.000000,3
0.425200,0.418100,0
0.308650,0.302700,0
0.308650,0.322700,0
0.406200,0.403300,0
0.406200,0.423300,0
0.447650,0.595700,2
0.466300,0.295900,2
0.511000,0.585800,3
0.405850,0.316900,0
0.405850,0.336900,0
0.687550,0.529000,1
0.490300,0.466800,2
0.390800,0.808100,2
0.313200,0.595100,1
0.313200,0.650600,1
0.376550,0.092300,2
0.404750,0.828400,2
0.478350,0.475600,0
0.478350,0.515600,2
0.503750,0.515600,1
0.408150,0.466400,0
0.408150,0.446400,0
0.408150,0.486400,0
0.528200,0.723000,1
0.478950,0.555000,1
0.386200,0.403300,0
0.650500,0.133300,3
0.650500,0.153300,3
0.654900,0.060500,3
0.591850,0.384600,0
0.591850,0.364600,0
0.555650,0.277900,0
0.630500,0.173300,3
0.630500,0.153300,3
0.630500,0.193300,3
0.530900,0.578000,3
0.506050,0.644000,3
0.506050,0.664000,3
0.373550,0.154200,0
0.373550,0.570400,1
0.373550,0.371600,0
0.373550,0.351600,0
0.373550,0.174200,2
0.373550,0.550400,1
0.373550,0.530400,1
0.373550,0.510400,1
0.533750,0.505000,3
0.648000,0.257300,0
0.648000,0.563500,1
0.437100,0.585700,1
0.437100,0.258600,2
0.437100,0.565700,1
0.437100,0.525700,2
0.393950,0.592600,1
0.471350,0.469500,0
0.471350,0.549500,2
0.605250,0.180100,3
0.571150,0.652400,3
0.805800,0.557200,3
0.513550,0.473800,0
0.673450,0.530900,3
0.592550,0.736000,1
0.303150,0.657500,1
0.526550,0.947900,3
0.526550,0.927900,3
0.658150,0.695900,3
0.562350,0.402800,0
0.562350,0.422800,0
0.377850,0.000000,2
0.377850,0.866300,2
0.409100,0.516000,1
0.561500,0.960000,3
0.492650,0.438200,2
0.489050,0.785400,2
0.252600,0.644500,1
0.252600,0.664500,1
0.484850,0.027700,2
0.418400,0.177800,2
0.418400,0.341800,0
0.576450,0.472200,3
