101,2,left,right,foward,backward
0.602250,0.436600,0
0.602250,0.476600,3
0.506000,0.515800,1
0.527000,0.451600,3
0.327250,0.256700,0
0.327250,0.276700,0
0.638250,0.409100,0
0.318850,0.146200,0
0.318850,0.126200,2
0.760300,0.240400,0
0.709650,0.392400,0
0.653800,0.367100,0
0.514350,0.608700,1
0.347000,0.463700,0
0.454300,0.454900,0
0.452850,0.829100,2
0.595000,0.132400,3
0.503500,0.871100,1
0.503500,0.791100,1
0.360550,0.341500,0
0.405300,0.635700,1
0.636450,0.135400,3
0.466950,0.321500,2
0.664300,0.605000,1
0.664300,0.585000,1
0.674300,0.585000,1
0.428800,0.153800,2
0.428800,0.545200,1
0.428800,0.525200,1
0.428800,0.485200,0
0.588250,0.371700,0
0.708200,0.508900,3
0.708200,0.311000,0
0.708200,0.331000,0
0.708200,0.371000,0
0.420650,0.536600,1
0.481300,0.483400,0
0.548000,0.515000,1
0.449200,0.339700,2
0.449200,0.359700,2
0.418800,0.485200,0
0.418800,0.513100,1
0.417300,0.515400,1
0.605800,0.577000,1
0.317250,0.216700,0
0.317250,0.236700,2
0.404650,0.000000,2
0.354600,0.150700,2
0.354600,0.070700,2
0.639600,0.632100,3
0.315700,0.601500,1
0.457250,0.559800,1
0.661150,0.920000,3
0.673800,0.347100,0
0.556050,0.920400,3
0.556050,0.900400,3
0.556050,0.880400,3
0.465550,0.290400,2
0.514950,0.598800,3
0.514950,0.618800,1
0.514950,0.638800,1
0.482400,0.160900,2
0.584150,0.459700,0
0.584150,0.479700,0
0.419200,0.359700,0
0.419200,0.489600,2
0.595800,0.577000,1
0.429200,0.449600,0
0.429200,0.359700,0
0.429200,0.469600,0
0.515750,0.478300,3
0.515750,0.498300,3
0.468400,0.472100,0
0.468400,0.852700,2
0.426150,0.838300,1
0.426150,0.818300,1
0.546050,0.880400,3
0.546050,0.860400,3
0.425650,0.524500,1
0.556350,0.275200,3
0.533550,0.848600,3
0.668250,0.389100,0
0.604300,0.545000,3
0.685150,0.336400,3
0.312350,0.593600,2
0.388650,0.315600,0
0.388650,0.335600,2
0.475650,0.484500,0
0.531500,0.134800,3
0.547150,0.400600,3
0.621600,0.512700,1
0.621600,0.552700,1
0.621600,0.532700,1
0.482000,0.569800,2
0.482000,0.489800,0
0.462800,0.485400,0
0.489200,0.703300,2
0.489200,0.783300,2
0.532850,0.607500,3
0.360150,0.622200,1
0.360150,0.602200,1
